"bandera","codigo_ISO","nombrePais","capitalPais","continente","regionPais","subregionPais","paisIndependiente","tieneMar","ONU","latitud","longitud","areaPais","sueldoMinimo_USD","salarioMinimoPorHora_USD","indicador","dimension","categoria","anio","decada","unidad","valorIndicador","pib_per_capita","poblacion","pib_total","desempleo"
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2017,2010,"Counts",7044,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2018,2010,"Counts",7053,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2019,2010,"Counts",7048,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2020,2020,"Counts",6018,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2021,2020,"Counts",7015,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2022,2020,"Counts",6723,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Rape",2023,2020,"Counts",6010,5758.30876298845,18124838,104368413483.15,2.344
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2014,2010,"Counts",3074,3689.14471813777,15681725,57852152955.04,2.717
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2015,2010,"Counts",2963,3893.50522093509,15971743,62186064757.93,2.506
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2016,2010,"Counts",3010,4060.13754974186,16268760,66053403363.74,2.583
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2017,2010,"Counts",2899,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2018,2010,"Counts",3015,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2019,2010,"Counts",3185,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2020,2020,"Counts",2685,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2021,2020,"Counts",3097,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2022,2020,"Counts",3020,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Sexual assault",2023,2020,"Counts",2824,5758.30876298845,18124838,104368413483.15,2.344
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2014,2010,"Counts",301,3689.14471813777,15681725,57852152955.04,2.717
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2015,2010,"Counts",364,3893.50522093509,15971743,62186064757.93,2.506
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2016,2010,"Counts",504,4060.13754974186,16268760,66053403363.74,2.583
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",639,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",761,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",888,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2020,2020,"Counts",918,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2021,2020,"Counts",991,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2022,2020,"Counts",1237,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2023,2020,"Counts",1026,5758.30876298845,18124838,104368413483.15,2.344
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",153,4060.13754974186,16268760,66053403363.74,2.583
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",55,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",52,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",44,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2020,2020,"Counts",43,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2021,2020,"Counts",164,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2022,2020,"Counts",41,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Sexual Exploitation",2023,2020,"Counts",174,5758.30876298845,18124838,104368413483.15,2.344
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",15,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",0,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",12,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",12,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",40,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",36,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",12,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",2,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",2,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",3,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",21,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",61,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",11,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",20,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",9,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",16,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2017,2010,"Counts",33453,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2018,2010,"Counts",32524,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2019,2010,"Counts",33096,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2020,2020,"Counts",29112,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2021,2020,"Counts",31894,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2022,2020,"Counts",29660,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2017,2010,"Counts",24854,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2018,2010,"Counts",25639,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2019,2010,"Counts",26277,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2020,2020,"Counts",24991,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2021,2020,"Counts",27223,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of serious assault","by relationship to perpetrator","Relationship to perpetrator is not known",2022,2020,"Counts",22376,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",0,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",12,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",0,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",2,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",2,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",9,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",61,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",49,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",24,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",23,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",26,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",41,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",0,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",2,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",5,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",5,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2017,2010,"Counts",4114,4324.99608157801,16567357,71653754107.1,2.462
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2018,2010,"Counts",4181,4352.94651790253,16845685,73328365862.43,2.283
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2019,2010,"Counts",4028,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2020,2020,"Counts",3478,4477.61761796418,17357325,77719464220.73,2.955
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2021,2020,"Counts",4488,4912.62225721201,17598650,86455519686.88,2.174
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Victims of sexual violence","by relationship to perpetrator","Relationship to perpetrator is not known",2022,2020,"Counts",4922,5358.70127494396,17847877,95641441234.94,3.051
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2023,2020,"Counts",2200,5758.30876298845,18124838,104368413483.15,2.344
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2019,2010,"Counts",27,4511.99755157656,17103803,77172317258.65,2.193
"🇬🇹","GTM","Guatemala","Guatemala City","North America","Americas","Central America","Si","No","Si",15.5,-90.25,108889,466.5,2.92,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2023,2020,"Counts",1013,5758.30876298845,18124838,104368413483.15,2.344
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2016,2010,"Counts",1377,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2017,2010,"Counts",1146,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2018,2010,"Counts",987,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Serious assault",2019,2010,"Counts",982,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2016,2010,"Counts",4,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2017,2010,"Counts",6,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2018,2010,"Counts",2,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Kidnapping",2019,2010,"Counts",3,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2016,2010,"Counts",2550,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2017,2010,"Counts",2186,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2018,2010,"Counts",1599,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence",2019,2010,"Counts",2099,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2016,2010,"Counts",1300,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2017,2010,"Counts",1138,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2018,2010,"Counts",902,2035.16549390507,6400080,13025221974.23,5.2
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Rape",2019,2010,"Counts",975,1958.62051528095,6483657,12699023614.24,5.472
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2016,2010,"Counts",1250,2131.68704828322,6232666,13286093388.48,3.9
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",1048,2182.61380995674,6316231,13785893007.48,3.3
"🇳🇮","NIC","Nicaragua","Managua","North America","Americas","Central America","Si","No","Si",13,-85,130373,254.05,1.59,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",697,2035.16549390507,6400080,13025221974.23,5.2
